candidate_name,poi_type,name,lat,lon,source
三重站,shopping,OK超商,25.0516268,121.4881259,https://overpass-api.de/api/interpreter
三重站,shopping,全家便利商店,25.0565793,121.4844017,https://overpass-api.de/api/interpreter
三重站,shopping,7-Eleven,25.0570363,121.4876484,https://overpass-api.de/api/interpreter
三重站,shopping,7-Eleven,25.057491,121.487868,https://overpass-api.de/api/interpreter
三重站,shopping,家樂福超市,25.0578229,121.4868545,https://overpass-api.de/api/interpreter
三重站,shopping,7-Eleven,25.0540052,121.4910421,https://overpass-api.de/api/interpreter
三重站,shopping,全家便利商店,25.0515865,121.489319,https://overpass-api.de/api/interpreter
三重站,culture,新北市立圖書館三重南區分館,25.0571027,121.4916417,https://overpass-api.de/api/interpreter
三重站,shopping,7-Eleven,25.0516284,121.4873536,https://overpass-api.de/api/interpreter
三重站,shopping,7-Eleven,25.0497409,121.488324,https://overpass-api.de/api/interpreter
三重站,shopping,全家便利商店,25.0598553,121.4868685,https://overpass-api.de/api/interpreter
三重站,shopping,7-Eleven,25.0588492,121.4887861,https://overpass-api.de/api/interpreter
三重站,shopping,全家便利商店,25.0587519,121.4892123,https://overpass-api.de/api/interpreter
三重站,shopping,義美食品,25.0615888,121.4835506,https://overpass-api.de/api/interpreter
三重站,food,Sweet榛果樂幸福鍋物,25.0616221,121.4836467,https://overpass-api.de/api/interpreter
三重站,food,R.F.S.L coffee shop,25.0584669,121.4829587,https://overpass-api.de/api/interpreter
三重站,food,美濃現做刀切牛肉麵館,25.0612704,121.4833161,https://overpass-api.de/api/interpreter
